,id,hd_nr,origo,origo_clean,pleiades_id,pleiades_title_list,pleiades_Latitude,pleiades_Longitude,pleiades_title,MachineGeocoded,PossiblePlacename1,Note,Source,Lat1,Long1,Certainty,SourceURL(e.g. Pleiades id number or URL),PossiblePlace2,Note,Lat2,Long2,Link_or_Ref
69357,HD061523/1,HD061523,Cremona*,Cremona,383628,['Cremona'],45.133639,10.026149,Cremona,Y,,,Pleiades,,,certain,,,,,,
69370,HD061543/1,HD061543,Caesaraugusta*,Caesaraugusta,246344,,41.6541855,-0.8772685,Col. Caesaraugusta,,,,Pleiades,,,certain,,,,,,
69384,HD061552/1,HD061552,domo+ Dertona,Dertona,383633,['Dertona'],44.897171,8.865452,Dertona,Y,,,Pleiades,,,certain,,,,,,
69403,HD061560/3,HD061560,provincia* Dalmatia+*,provincia Dalmatia,981522,,43.539561,16.483426,Dalmatia (Province),,,,Pleiades,,,uncertain (another good variant exists),,,,,,
69423,HD061586/1,HD061586,domo Regio Lepido,Regio Lepido,383755,,44.698137,10.630721,Regium Lepidum,,,,Pleiades,,,certain,,,,,,
69428,HD061590/1,HD061590,domo Laranda,Laranda,648693,['Laranda'],37.17845067,33.221586,Laranda,Y,,,Pleiades,,,certain,,,,,,
69431,HD061593/1,HD061593,Eporediensis,Eporediensis,383642,,45.466604,7.875942,Eporedia,,,,Pleiades,,,certain,,,,,,
69474,HD061639/1,HD061639,Faventia+,Faventia,393420,['Faventia'],44.286236,11.883507,Faventia,Y,,,Pleiades,,,certain,,,,,,
69511,HD061686/1,HD061686,domo* Luco Augusti*,Luco Augusti,236525,,43.0106145,-7.5570105,Lucus Augusti,,,,Pleiades,,,certain,,,,,,
69857,HD061926/1,HD061926,natus domo Celeiae,Celeiae,197206,,46.219721,15.27184,Celeia,,,,Pleiades,,,certain,,,,,,
69859,HD061927/1,HD061927,Celeia*,Celeia,197206,['Celeia'],46.219721,15.27184,Celeia,Y,,,Pleiades,,,certain,,,,,,
69919,HD061969/1,HD061969,Forensis,Forensis,438738,,,,Forensis Pagus,,,,Pleiades,,,uncertain (name could be interpreted differently),,,,,,
69924,HD061973/1,HD061973,Gabalus,Gabalus,167645,,44.692481,3.335894,Anderitum,,,,Pleiades,,,certain,,,,,,
69968,HD062004/1,HD062004,Ἰουδεους Τιβεριηνσις,Ἰουδεους Τιβεριηνσις,678431,,32.787692,35.542294,Tiberias,,,,Pleiades,,,certain,,,,,,
69990,HD062021/1,HD062021,domo+? Claudia+? Viruno+?,Claudia Viruno,197583,,46.6996149,14.3647773,Virunum,,,,Pleiades,,,certain,,,,,,
70021,HD062044/1,HD062044,Bononia*,Bononia,393421,"['Felsina', 'Bononia']",44.4945737,11.3455467,Felsina/Bononia,Y,,,Pleiades,,,certain,,,,,,
70070,HD062091/7,HD062091,Mon(---)?,Mon(---),246505,,43.86775,1.886558,Montans,,Montana,,Pleiades,43.408743,23.226095,uncertain (name could be interpreted differently),https://pleiades.stoa.org/places/207293,,,,,
70064,HD062091/1,HD062091,ex+ civitate* Lypias,tate Lypias,442642,,40.352152,18.172425,Lupia(e),,,Spelling error?,Pleiades,,,wild guess,,,,,,
70209,HD062171/1,HD062171,domo* Bononia+*,Bononia,393421,"['Felsina', 'Bononia']",44.4945737,11.3455467,Felsina/Bononia,Y,,,Pleiades,,,certain,,,,,,
70280,HD062220/1,HD062220,P[---]i,P[---]i,393473,,45.409561,11.876975,Patavium,,,,Pleiades,,,wild guess,,,,,,
70336,HD062271/1,HD062271,Brundisio*,Brundisio,442509,,40.638663,17.9429115,Brundisium/Brentesion,,,,Pleiades,,,certain,,,,,,
70361,HD062295/1,HD062295,domo* Tribocus,Tribocus,109391,,48.71834246,7.647289092,Triboci,,,,Pleiades,,,certain,,,,,,
70383,HD062308/7,HD062308,Alexandrinus+?,Alandrinus,614587,,,,Alandrus,,Alexandria,,Pleiades,31.201435,29.909773,uncertain (another good variant exists),https://pleiades.stoa.org/places/727070,,,,,
70385,HD062308/9,HD062308,Alexandrinus+?,Alandrinus,614587,,,,Alandrus,,Alexandria,,Pleiades,31.201435,29.909773,uncertain (another good variant exists),https://pleiades.stoa.org/places/727070,,,,,
70379,HD062308/3,HD062308,Samius+?,Samius,599925,,37.68825,26.944483,Samos,,,,Pleiades,,,certain,,,,,,
70497,HD062415/1,HD062415,Trernahensis,Trernahensis,423105,,41.61181341,13.28254133,Trerus/Tolerus (River),,,,Pleiades,,,wild guess,,,,,,
70614,HD062460/1,HD062460,domo* Arretio*,Arretio,413032,,43.471274,11.863048,Arretium,,,,Pleiades,,,certain,,,,,,
70665,HD062488/1,HD062488,domo Florentia,Florentia,413138,['Florentia'],43.768755,11.256929,Florentia,Y,,,Pleiades,,,certain,,,,,,
70737,HD062523/2,HD062523,natione Norico*,Norico,187490,,46.724573,14.4296085,Noricum (region),,,,Pleiades,,,certain,,,,,,
70748,HD062534/1,HD062534,Viennae,Viennae,128537,,48.211345,16.373946,Vindobona,,Col. Vienna,,Pleiades,45.5245105,4.875982,uncertain (another good variant exists),https://pleiades.stoa.org/places/167719,,,,,
70832,HD062581/1,HD062581,domo Ateste*,Ateste,393382,['Ateste'],45.227738,11.656616,Ateste,Y,,,Pleiades,,,certain,,,,,,
71040,HD062690/1,HD062690,Eduus?,Eduus,442452,,41.152484,15.087531,Aequum Tuticum//Equus Tuticus,,,,Pleiades,,,wild guess,,,,,,
71586,HD062989/1,HD062989,Ravennae genitus,Ravennae,393480,,44.415718,12.196604,Ravenna,,,,Pleiades,,,certain,,,,,,
71619,HD063020/2,HD063020,civis+? Cuncordiensis* (= Concordiensis*),Concordiensis,108897,,49.030361,7.968095,Concordia?,,,,Pleiades,,,uncertain (name could be interpreted differently),,,,,,
71633,HD063028/1,HD063028,Lyris,Lyris,847906,,,,Sthenelou monu./Lyre,,,Unlocated,Pleiades,,,wild guess,,,,,,
71667,HD063044/1,HD063044,natione+ Kampanus+,Kampanus,432742,,41.39018622,13.62243001,Campania,,,,Pleiades,,,certain,,,,,,
71677,HD063049/1,HD063049,domo Ravenna,Ravenna,393480,['Ravenna'],44.415718,12.196604,Ravenna,Y,,,Pleiades,,,certain,,,,,,
71678,HD063049/2,HD063049,domo Ravenna,Ravenna,393480,['Ravenna'],44.415718,12.196604,Ravenna,Y,,,Pleiades,,,certain,,,,,,
71703,HD063059/1,HD063059,Salonitanus,Salonitanus,197488,,43.539561,16.483426,Salona,,,,Pleiades,,,certain,,,,,,
71744,HD063072/1,HD063072,Salonitanus+,Salonitanus,197488,,43.539561,16.483426,Salona,,,,Pleiades,,,certain,,,,,,
71988,HD063264/1,HD063264,domo Biturix,Biturix,897746,,,,Bitur/Praetoris,,Bituriges Cubi,,Pleiades,47.06444237,1.943453668,uncertain (another good variant exists),138225,,,,,
72003,HD063271/1,HD063271,domo* Camuloduno*?,Camuloduno,79371,,53.654721,-1.8788195,Camulodonum,,,,Pleiades,,,certain,,,,,,
72064,HD063317/1,HD063317,domo+ Sebaste+,Sebaste,845041,"['Pompeiopolis', 'Sebaste']",41.51979,34.166345,Pompeiopolis/Sebaste,Y,,,Pleiades,,,certain,,,,,,
72652,HD063723/1,HD063723,Patavio*,Patavio,393473,,45.409561,11.876975,Patavium,,,,Pleiades,,,certain,,,,,,
72664,HD063731/2,HD063731,Βησαιεύς,Βησαιεύς,922740,,29.7779115,51.5710073,Veh Shapur/Bishapur,,,Most likely not ,Pleiades,,,wild guess,,,,,,
72670,HD063736/1,HD063736,domo Quirina Scupos,Quirina Scupos,481987,,42.0084425,21.4124805,Scupi,,,,Pleiades,,,uncertain (name could be interpreted differently),,,,,,
72823,HD063838/1,HD063838,civis Thrax+*,Thrax,501638,,41.51783037,26.9624138,Thracia,,,,Pleiades,,,certain,,,,,,
72830,HD063842/1,HD063842,domo* Verona,Verona,383816,['Verona'],45.44212955,10.99573601,Verona,Y,,,Pleiades,,,certain,,,,,,
72833,HD063843/1,HD063843,domo Verona,Verona,383816,['Verona'],45.44212955,10.99573601,Verona,Y,,,Pleiades,,,certain,,,,,,
72868,HD063864/1,HD063864,Tridente,Tridente,383804,,46.0667685,11.119135,Trident(i)um,,,,Pleiades,,,certain,,,,,,
72869,HD063866/1,HD063866,Delmatae* kastello* Starvae*,Delmatae kastello Starvae,197243,,43.68609093,16.79639644,Delmatae,,,,Pleiades,,,uncertain (name could be interpreted differently),,,,,,
72948,HD063890/1,HD063890,domo+* Heraclea+,Heraclea,844944,['Heraclea'],41.28325533,31.41741367,Heraclea,Y,,,Pleiades,,,certain,,,,,,
72974,HD063912/1,HD063912,domo+? An[---],An[---],50598,,,,Anarta,,Ancyra,,Pleiades,39.9437925,32.859333,uncertain (another good variant exists),619103,,,,,
73265,HD064144/1,HD064144,Salonitanus,Salonitanus,197488,,43.539561,16.483426,Salona,,,,Pleiades,,,certain,,,,,,
73271,HD064148/2,HD064148,domo* Canatha*,Canatha,678082,"['Canatha', '*Gabinia', '*Septimia']",32.754205,36.6183555,Canatha/*Gabinia/*Septimia,Y,,,Pleiades,,,certain,,,,,,
73293,HD064168/1,HD064168,Gallus,Gallus,992075,,47.5,-2.5,Galliae,,,,Pleiades,,,certain,,,,,,
73309,HD064176/1,HD064176,Claternis* / Κλατερναίῳ,Claternis* / Κλατερναίῳ,393405,,44.443622,11.470575,Claterna,,,,Pleiades,,,certain,,,,,,
73408,HD064259/1,HD064259,domo Luceria,Luceria,442640,"['Luceria', 'Noukeria']",41.5086475,15.3354745,Luceria/Noukeria (Apoulon),Y,,,Pleiades,,,certain,,,,,,
73516,HD064356/1,HD064356,ex provincia* Spania* (= Hispania*),provincia Hispania,981551,,41.21975625,-0.9116884,Tarraconensis,,,,Pleiades,,,uncertain (another good variant exists),,,,,,
73705,HD064526/1,HD064526,Puteolanus,Puteolanus,433059,,40.73166419,14.27575533,Puteolanus Sinus/Crater,,,,Pleiades,,,certain,,,,,,
73742,HD064548/1,HD064548,Syrus+?,Syrus,981550,,37.5,37.5,Syria (Roman Imperial Province),,,,Pleiades,,,certain,,,,,,
73962,HD064689/3,HD064689,Βουθρώτιος,Βουθρώτιος,540689,,38.31689717,23.13491914,Boeotia,,,,Pleiades,,,certain,,,,,,
74030,HD065009/1,HD065009,domo* Roma,Roma,423025,['Roma'],41.891775,12.486137,Roma,Y,,,Pleiades,,,certain,,,,,,
74066,HD065031/1,HD065031,Antiochenus+ ex Syria+?,Antiochenus Syria,658381,,36.2225515,36.183214,Antiochia/Theupolis,,,,Pleiades,,,certain,,,,,,
74069,HD065033/1,HD065033,Libarna+,Libarna,383694,['Libarna'],44.7148917,8.8610596,Libarna,Y,,,Pleiades,,,certain,,,,,,
74093,HD065053/1,HD065053,domo*? Perintho+?,Perintho,511357,,40.971013,27.952973,Perinthus/Heraclea,,,,Pleiades,,,certain,,,,,,
74167,HD065076/1,HD065076,Sirmese,Sirmese,383781,,45.492485,10.60805,Sirmio,,Sirmium,,Pleiades,44.966447,19.610106,wild guess,https://pleiades.stoa.org/places/207447,,,,,
74288,HD065127/1,HD065127,Ἐδεσσέος,Ἐδεσσέος,491585,,40.799718,22.053972,Edessa,,Edessa/Antiochia ad Callirhoem,,Pleiades,37.1625575,38.781432,uncertain (another good variant exists),https://pleiades.stoa.org/places/658457,,,,,
74317,HD065137/1,HD065137,regalis gentis Burgundionum,regalis Burgundionum,118617,,49.65566875,9.422431705,Burgundiones,,,,Pleiades,,,certain,,,,,,
74367,HD065165/1,HD065165,Μαρωνείτης,Μαρωνείτης,501507,,40.87545426,25.5140402,Maroneia,,,,Pleiades,,,certain,,,,,,
74436,HD065185/1,HD065185,Μονδαιέως,Μονδαιέως,540949,,39.9596,21.938448,Mondaia,,,,Pleiades,,,uncertain (name could be interpreted differently),,,,,,
74446,HD065185/11,HD065185,Ῥωμαῖος,Ῥωμαῖος,,,,,,,,"Roman. Maybe ""Roman Citizen""",,,,,,,,,,
74475,HD065201/2,HD065201,Πατρῆ,Πατρῆ,570567,,38.247847,21.735631,Patre(a),,,,Pleiades,,,uncertain (another good variant exists),,,,,,
74632,HD065235/1,HD065235,Περγαμεινός+,Περγαμεινός+,550812,,39.13121333,27.18453033,Pergamum,,,,Pleiades,,,certain,,,,,,
74634,HD065235/3,HD065235,Περγαμεινός+,Περγαμεινός+,550812,,39.13121333,27.18453033,Pergamum,,,,Pleiades,,,certain,,,,,,
74636,HD065235/5,HD065235,Περγαμεινός+,Περγαμεινός+,550812,,39.13121333,27.18453033,Pergamum,,,,Pleiades,,,certain,,,,,,
74667,HD065246/1,HD065246,Περίνθιος,Περίνθιος,511357,,40.971013,27.952973,Perinthus/Heraclea,,,,Pleiades,,,certain,,,,,,
74830,HD065333/1,HD065333,Karnuntinus*,Karnuntinus,128376,,48.113346,16.867891,Carnuntum,,,,Pleiades,,,uncertain (name could be interpreted differently),,,,,,
74852,HD065346/1,HD065346,domo Beroea*,Beroea,491546,,40.52212667,22.20149267,Ber(r)oia,,Beroe,,Pleiades,44.9149605,28.1520335,uncertain (another good variant exists),216730,Beroe/Augusta Traiana,,42.4254025,25.624862,216731
74854,HD065347/1,HD065347,domo Beroea+*,Beroea,491546,,40.52212667,22.20149267,Ber(r)oia,,Beroe,,Pleiades,44.9149605,28.1520335,uncertain (another good variant exists),216730,Beroe/Augusta Traiana,,42.4254025,25.624862,216731
75183,HD065613/1,HD065613,hic Brigantione genitus,hic Brigantione,89126,,54.21612515,-2.037263264,Brigantes,,,,Pleiades,,,uncertain (another good variant exists),,,,,,
75212,HD065643/1,HD065643,Tiberiopolitanus,Tiberiopolitanus,609557,,39.374622,29.32414,Tiberiopoulis?,,Pappa/Tiberioplois,,Pleiades,37.904232,31.923399,uncertain (another good variant exists),https://pleiades.stoa.org/places/639038,,,,,
75214,HD065643/3,HD065643,Vasiensis,Vasiensis,148228,,44.24136523,5.07370635,Vasio,,,,Pleiades,,,certain,,,,,,
75269,HD065687/1,HD065687,Helvetius*,Helvetius,177495,,46.88008,7.040710333,Aventicum,,,,Pleiades,,,certain,,,,,,
75286,HD065701/1,HD065701,Fundis,Fundis,432855,,41.357429,13.427922,Fundi,,,,Pleiades,,,certain,,,,,,
75296,HD065707/1,HD065707,Ambianus,Ambianus,108740,,49.79711126,2.027368678,Ambiani,,,,Pleiades,,,certain,,,,,,
75303,HD065714/1,HD065714,Mediomatricus+?,Mediomatricus,109154,,49.29403738,7.134177401,Mediomatrici,,,,Pleiades,,,certain,,,,,,
75495,HD065889/1,HD065889,Florentinus,Florentinus,413138,,43.768755,11.256929,Florentia,,,,Pleiades,,,certain,,,,,,
75724,HD065997/1,HD065997,Saliniensis*,Saliniensis,157920,,43.847565,6.510738,Salinae,,(Salinae),,Pleiades,44.560024,18.694616,uncertain (another good variant exists),https://pleiades.stoa.org/places/197485,Salinae,,46.388681,23.864109,https://pleiades.stoa.org/places/207416
75851,HD066064/2,HD066064,Saliniensis*,Saliniensis,157920,,43.847565,6.510738,Salinae,,(Salinae),,Pleiades,44.560024,18.694616,uncertain (another good variant exists),https://pleiades.stoa.org/places/197485,Salinae,,46.388681,23.864109,https://pleiades.stoa.org/places/207416
75885,HD066090/1,HD066090,Cremona*,Cremona,383628,['Cremona'],45.133639,10.026149,Cremona,Y,,,Pleiades,,,certain,,,,,,
76069,HD066331/1,HD066331,Cemenelensis+*,Cemenelensis,157834,,43.7194725,7.2758295,Cemenelum,,,,Pleiades,,,certain,,,,,,
76103,HD066352/1,HD066352,Bodionticus*,Bodionticus,157822,,44.07855742,6.218012919,Bodiontici,,,,Pleiades,,,certain,,,,,,
76116,HD066357/1,HD066357,Dalmata,Dalmata,981522,,43.539561,16.483426,Dalmatia (province),,,,Pleiades,,,certain,,,,,,
76137,HD066367/1,HD066367,Albensis*,Albensis,438668,,,,Albenses,,,,Pleiades,,,certain,,,,,,
76204,HD066432/1,HD066432,cives Nervius,Nervius,109199,,50.77749359,4.084768414,Nervii,,,,Pleiades,,,certain,,,,,,
76322,HD066601/2,HD066601,[---]nien[---]?,[---]nien[---],,,,,,,,Adela Review,,,,,,,,,,
76321,HD066601/1,HD066601,Germaniciana,Germaniciana,311128,"['Nova Germaniae', 'Germanii', 'Germaniciana']",,,Nova Germaniae/Germanii/Germaniciana,,,,Pleiades,,,certain,,,,,,
76407,HD066681/1,HD066681,domo* Nicomedia*,Nicomedia,511337,['Nicomedia'],40.7651905,29.919887,Nicomedia,Y,,,Pleiades,,,certain,,,,,,
76412,HD066688/1,HD066688,Mediomatricus+*,Mediomatricus,109154,,49.29403738,7.134177401,Mediomatrici,,,,Pleiades,,,certain,,,,,,
76514,HD066761/1,HD066761,Cemenelensis,Cemenelensis,157834,,43.7194725,7.2758295,Cemenelum,,,,Pleiades,,,certain,,,,,,
76756,HD066859/1,HD066859,domo Vicetia,Vicetia,393513,['Vicetia'],45.545773,11.540277,Vicetia,Y,,,Pleiades,,,certain,,,,,,
76870,HD066922/1,HD066922,Septimia* Flavia Siscia*,Septimia Flavia Siscia,197504,,45.483168,16.371388,Segestica/Siscia,,,,Pleiades,,,certain,,,,,,
76885,HD066929/1,HD066929,natione Savariensis*,Savariensis,197498,,47.235142,16.62192,Savaria,,,,Pleiades,,,certain,,,,,,
77030,HD066996/1,HD066996,Celeia*?,Celeia,197206,['Celeia'],46.219721,15.27184,Celeia,Y,,,Pleiades,,,certain,,,,,,
77037,HD066998/1,HD066998,Industria,Industria,383677,"['Industria', 'Bodincomagum']",45.1592007,8.0186418,Industria/Bodincomagum?,Y,,,Pleiades,,,certain,,,,,,
77038,HD066999/1,HD066999,Cremona*,Cremona,383628,['Cremona'],45.133639,10.026149,Cremona,Y,,,Pleiades,,,certain,,,,,,
77178,HD067052/1,HD067052,domo* Epheso,Epheso,599612,,37.9407625,27.340307,Ephesus/Arsinoe(ia),,,,Pleiades,,,certain,,,,,,
77199,HD067060/1,HD067060,natione Dardana,Dardana,481798,,42.5,20.5,Dardania,,,,Pleiades,,,certain,,,,,,
77321,HD067079/1,HD067079,Savaria+,Savaria,197498,['Savaria'],47.235142,16.62192,Savaria,Y,,,Pleiades,,,certain,,,,,,
77451,HD067136/2,HD067136,Barathe,Barathe,648582,,37.442747,33.1088365,Barata,,,,Pleiades,,,wild guess,,,,,,
77452,HD067136/3,HD067136,civis Surus ex regione Zeugma vico [---],Surus  Zeugma vico [---],658636,,37.058156,37.86983,Zeugma,,,,Pleiades,,,certain,,,,,,
77450,HD067136/1,HD067136,civis Surus ex regione Zeugma vico Hennia,Surus  Zeugma vico Hennia,658636,,37.058156,37.86983,Zeugma,,,,Pleiades,,,certain,,,,,,
77536,HD067161/2,HD067161,civis Afrus,Afrus,699887,,,,Afro,,,,Pleiades,,,uncertain (name could be interpreted differently),,,,,,
77574,HD067181/1,HD067181,domo Dertona*,Dertona,383633,['Dertona'],44.897171,8.865452,Dertona,Y,,,Pleiades,,,certain,,,,,,
77735,HD067241/1,HD067241,Aquileia,Aquileia,187290,['Aquileia'],45.768945,13.3677735,Aquileia,Y,,,Pleiades,,,certain,,,,,,
77737,HD067242/1,HD067242,Claudia+* Celeia+,Claudia Celeia,197206,,46.219721,15.27184,Celeia,,,,Pleiades,,,certain,,,,,,
77909,HD067330/1,HD067330,Syrus*?,Syrus,981550,,37.5,37.5,Syria (Roman Imperial Province),,,,Pleiades,,,certain,,,,,,
78049,HD067471/1,HD067471,civis Lingonus*,Lingonus,177441,,47.864221,5.335214,Andematunnum,,Lingones,,Pleiades,47.864221,5.335214,uncertain (another good variant exists),https://pleiades.stoa.org/places/177564,,,,,
78083,HD067510/1,HD067510,Aquileia,Aquileia,187290,['Aquileia'],45.768945,13.3677735,Aquileia,Y,,,Pleiades,,,certain,,,,,,
78087,HD067514/1,HD067514,Roma,Roma,423025,['Roma'],41.891775,12.486137,Roma,Y,,,Pleiades,,,certain,,,,,,
78089,HD067516/1,HD067516,Vetulonia,Vetulonia,403291,"['Vatl', 'Vetulonia']",42.85936187,10.97194873,Vatl/Vetulonia,Y,,,Pleiades,,,certain,,,,,,
78094,HD067517/1,HD067517,Bantinus,Bantinus,442496,,40.861745,16.013924,Bantia,,,,Pleiades,,,certain,,,,,,
78095,HD067518/1,HD067518,Bononia?,Bononia,393421,"['Felsina', 'Bononia']",44.4945737,11.3455467,Felsina/Bononia,Y,,,Pleiades,,,certain,,,,,,
78138,HD067543/3,HD067543,natione* Surus*,Surus,678437,,33.2698475,35.2038435,Tyrus/Col. Septimia Severa,,,"Could also just mean ""person from the South""?",Pleiades,,,certain,,,,,,
78141,HD067547/1,HD067547,Lanivias+,Lanivias,,,,,,,,Adela Review,,,,,,,,,,
78143,HD067549/2,HD067549,Verulanus,Verulanus,433187,,41.69053,13.417284,Verulae,,,,Pleiades,,,certain,,,,,,
78227,HD067623/1,HD067623,Mediolano+*?,Mediolano,138458,,45.744175,-0.633389,Mediolanum,,Mediolanum,,Pleiades,46.5608687,2.1962014,uncertain (another good variant exists),https://pleiades.stoa.org/places/138459,Mediolanum,,52.967,-2.681,https://pleiades.stoa.org/places/79597
78229,HD067625/1,HD067625,[---]o,[---]o,,,,,,,,Adela Review,,,,,,,,,,
78276,HD067677/5,HD067677,domu Flavia* Siscia*,Flavia Siscia,197504,,45.483168,16.371388,Segestica/Siscia,,,,Pleiades,,,certain,,,,,,
78277,HD067677/6,HD067677,domu (= domo) Flavia* Siscia*,Flavia Siscia,197504,,45.483168,16.371388,Segestica/Siscia,,,,Pleiades,,,certain,,,,,,
78313,HD067734/1,HD067734,Ἀθηναῖος,Ἀθηναῖος,579885,,37.9724536,23.72626822,Athenae,,,,Pleiades,,,certain,,,,,,
78373,HD067794/1,HD067794,civis Antiochenus+ / Ἀντιοχεύς+,civis Antiochenus+ / Ἀντιοχεύς+,658381,,36.2225515,36.183214,Antiochia/Theupolis,,,,Pleiades,,,uncertain (another good variant exists),,,,,,
78380,HD067801/1,HD067801,natione* Hispanus* Tarraconensis,Hispanus Tarraconensis,981551,,41.21975625,-0.9116884,Tarraconensis,,,,Pleiades,,,certain,,,,,,
78392,HD067804/1,HD067804,domo Viminacio*,Viminacio,236721,,42.329158,-4.803655,Viminacium,,Viminacium,,Pleiades,44.7266235,21.1913635,uncertain (another good variant exists),207549,,,,,
78510,HD067860/1,HD067860,Baradatix?,Baradatix,354100,,27.549893,14.271622,Baracum?,,,,Pleiades,,,wild guess,,,,,,
78602,HD067937/1,HD067937,Roma,Roma,423025,['Roma'],41.891775,12.486137,Roma,Y,,,Pleiades,,,certain,,,,,,
78803,HD068099/1,HD068099,Νικοπολίτης,Νικοπολίτης,658547,,37.0262595,36.6325185,Nicopolis,,Nicopolis ad Nestum/Ulpia Nicopolis,,Pleiades,41.59620026,23.79580398,uncertain (another good variant exists),https://pleiades.stoa.org/places/501525,Nicopolis,,39.0157,20.7360035,https://pleiades.stoa.org/places/531013
78804,HD068099/2,HD068099,Νικοπολῖτις,Νικοπολῖτις,658547,,37.0262595,36.6325185,Nicopolis,,Nicopolis ad Nestum/Ulpia Nicopolis,,Pleiades,41.59620026,23.79580398,uncertain (another good variant exists),https://pleiades.stoa.org/places/501525,Nicopolis,,39.0157,20.7360035,https://pleiades.stoa.org/places/531013
78806,HD068100/2,HD068100,Πελληνεὺς,Πελληνεὺς,491687,,40.75435965,22.51822477,Pella/Diokletianoupolis,,,,Pleiades,,,certain,,,,,,
78974,HD068210/3,HD068210,Ῥωμαῖος+,Ῥωμαῖος+,,,,,,,,"Roman. Maybe ""Roman Citizen""",,,,,,,,,,
78977,HD068211/1,HD068211,Ῥωμαῖοι,Ῥωμαῖοι,,,,,,,,"Roman. Maybe ""Roman Citizen""",,,,,,,,,,
78978,HD068211/2,HD068211,Ῥωμαῖοι,Ῥωμαῖοι,,,,,,,,"Roman. Maybe ""Roman Citizen""",,,,,,,,,,
79065,HD068240/1,HD068240,natione Cilix,Cilix,981514,,37.5,32.5,Cilicia,,Cilicia,,Pleiades,36.58645514,33.91058048,uncertain (another good variant exists),658440,,,,,
79067,HD068241/1,HD068241,Luco Vocontiorum,Luco Vocontiorum,167716,,44.752363,5.370412,Col. Dea Vocontiorum,,,,Pleiades,,,certain,,,,,,
79135,HD068284/1,HD068284,Surus ex regione Dolica vico Arfuaris Silva,Surus  Dolica vico Arfuaris Silva,658455,,37.12779226,37.34523458,Doliche,,,,Pleiades,,,certain,,,,,,
79262,HD068393/1,HD068393,domo Syria Palaestina colonia* Aelia* Capitolina,Syria Palaestina colonia Aelia Capitolina,687928,,31.776679,35.234156,Ierusalem/Hierosolyma/Col. Aelia Capitolina,,,,Pleiades,,,certain,,,,,,
79265,HD068394/1,HD068394,Pelagonia*,Pelagonia,481952,['Pelagonia'],41.313278,21.610691,Pelagonia,Y,,,Pleiades,,,certain,,,,,,
79272,HD068397/1,HD068397,domo Cirpi,Cirpi,197208,['Cirpi'],47.7826585,19.0549645,Cirpi,Y,,,Pleiades,,,certain,,,,,,
79274,HD068399/1,HD068399,Thessalonica,Thessalonica,491741,['Thessalonica'],40.628342,22.952885,Thessalonica,Y,,,Pleiades,,,certain,,,,,,
79279,HD068401/1,HD068401,Thessalonica*,Thessalonica,491741,['Thessalonica'],40.628342,22.952885,Thessalonica,Y,,,Pleiades,,,certain,,,,,,
79281,HD068402/1,HD068402,Ancyra+,Ancyra,619103,['Ancyra'],39.9437925,32.859333,Ancyra,Y,,,Pleiades,,,certain,,,,,,
79441,HD068473/1,HD068473,Sirmio*,Sirmio,383781,['Sirmio'],45.492485,10.60805,Sirmio,Y,,,Pleiades,,,certain,,,,,,
79498,HD068503/1,HD068503,natus natione Cappadox*,Cappadox,844888,,41.6767598,35.9295291,Cappadox? (river),,,,Pleiades,,,certain,,,,,,
79510,HD068508/1,HD068508,domo* Aquinco*,Aquinco,197130,,47.564075,19.049522,Aquincum,,,,Pleiades,,,certain,,,,,,
79607,HD068560/1,HD068560,Admedera (= Ammaedara),Ammaedara,324665,['Ammaedara'],35.56494548,8.45424035,Ammaedara,Y,,,Pleiades,,,certain,,,,,,
79609,HD068562/1,HD068562,natione* Cilix,Cilix,981514,,37.5,32.5,Cilicia,,Cilicia,,Pleiades,36.58645514,33.91058048,uncertain (another good variant exists),658440,,,,,
79610,HD068563/1,HD068563,natione Italo,Italo,1052,,43.6941505,11.0949512,Italia,,,,Pleiades,,,certain,,,,,,
79612,HD068564/1,HD068564,domo Luceria Apula,Luceria Apula,442640,,41.5086475,15.3354745,Luceria/Noukeria (Apoulon),,,,Pleiades,,,certain,,,,,,
79619,HD068568/1,HD068568,Vangio,Vangio,109410,,49.74436672,8.073900782,Vangiones,,,,Pleiades,,,certain,,,,,,
79622,HD068569/1,HD068569,Tunger+?,Tunger,109397,,50.60295676,5.405580838,Tungri,,,,Pleiades,,,certain,,,,,,
79634,HD068574/2,HD068574,Sirmio*,Sirmio,383781,['Sirmio'],45.492485,10.60805,Sirmio,Y,,,Pleiades,,,certain,,,,,,
79653,HD068585/1,HD068585,Lugduno*,Lugduno,99003,,52.212,4.393,Lugdunum,,,,Pleiades,,,certain,,,,,,
79663,HD068590/1,HD068590,Andautonia,Andautonia,197113,['Andautonia'],45.773624,16.11724,Andautonia,Y,,,Pleiades,,,certain,,,,,,
79674,HD068596/1,HD068596,domo Mursa,Mursa,197389,['Mursa'],45.560018,18.675749,Mursa,Y,,,Pleiades,,,certain,,,,,,
79719,HD068615/1,HD068615,civi Campano domo Capua,Campano Capua,432754,,41.0860925,14.250207,Capua,,,,Pleiades,,,certain,,,,,,
79729,HD068619/1,HD068619,domo Alexandria,Alandria,614587,,,,Alandrus,,Alexandria,,Pleiades,31.201435,29.909773,uncertain (another good variant exists),https://pleiades.stoa.org/places/727070,,,,,
79749,HD068625/1,HD068625,domo Africa,Africa,775,['Africa'],32.5,7.5,Africa (region),Y,,,Pleiades,,,certain,,,,,,
