,id,hd_nr,origo,origo_clean,pleiades_id,pleiades_title_list,pleiades_Latitude,pleiades_Longitude,pleiades_title
66049,HD058787/1,HD058787,Heraclea,Heraclea,844944.0,['Heraclea'],41.2832553333,31.4174136667,Heraclea
66069,HD058806/1,HD058806,civis* Me[---]m,Me[---]m,,,,,
66071,HD058807/1,HD058807,natione+* Haeduus*?,Haeduus,,,,,
66087,HD058819/1,HD058819,Pessinunte,Pessinunte,,,,,
66096,HD058828/1,HD058828,Ulpia Noviomagi Batavus*,Ulpia Noviomagi Batavus,,,,,
66111,HD058840/1,HD058840,Conanis*,Conanis,,,,,
66120,HD058848/1,HD058848,Clistinna,Clistinna,,,,,
66130,HD058854/1,HD058854,Dyrrachio*,Dyrrachio,,,,,
66132,HD058855/1,HD058855,Aese,Aese,,,,,
66144,HD058869/1,HD058869,domo* Laranda,Laranda,648693.0,['Laranda'],37.1784506667,33.221586,Laranda
66145,HD058874/1,HD058874,Luca+?,Luca,403234.0,['Luca'],43.84184,10.50703,Luca
66148,HD058879/1,HD058879,domo Eporedia*,Eporedia,383642.0,['Eporedia'],45.466604,7.875942,Eporedia
66168,HD058891/1,HD058891,domo Augusta Bagiennorum+*,Augusta Bagiennorum,383578.0,['Augusta Bagiennorum'],44.5566760869,7.85034051918,Augusta Bagiennorum
66537,HD059266/2,HD059266,Lepcitanus+,Lepcitanus,,,,,
66546,HD059270/3,HD059270,Lepcitanus+,Lepcitanus,,,,,
67323,HD059882/1,HD059882,Cappadox+,Cappadox,844888.0,['Cappadox'],41.6767598,35.9295291,Cappadox? (river)
67326,HD059883/1,HD059883,Lugduno*,Lugduno,,,,,
67437,HD059982/1,HD059982,Ansio,Ansio,,,,,
67469,HD060019/3,HD060019,domo* Primae* Flaviae+ Caesareae+,Primae Flaviae Caesareae,,,,,
67473,HD060020/2,HD060020,civis+* Trever,Trever,,,,,
67474,HD060020/3,HD060020,civis+* Trever,Trever,,,,,
67584,HD060098/1,HD060098,domo Saldas,Saldas,,,,,
67594,HD060106/1,HD060106,civis* Rut(---),Rut(---),,,,,
67717,HD060142/1,HD060142,Luco*,Luco,,,,,
67722,HD060144/1,HD060144,domo Ticino,Ticino,,,,,
67725,HD060146/1,HD060146,domo* Dertona*,Dertona,383633.0,['Dertona'],44.897171,8.865452,Dertona
67769,HD060164/1,HD060164,natione* Paraetonio,Paraetonio,,,,,
67920,HD060244/1,HD060244,Verona,Verona,383816.0,['Verona'],45.4421295463,10.9957360051,Verona
68091,HD060363/1,HD060363,oriundus ex provincia Moesopotamia+ (= Mesopotamia+) domo Rac[---]?,oriundus provincia Mesopotamia Rac[---],,,,,
68282,HD060630/1,HD060630,domo M[---] Cremona+,M[---] Cremona,,,,,
68288,HD060635/1,HD060635,domo+ Arimino*,Arimino,,,,,
68299,HD060638/1,HD060638,domo Patavi,Patavi,,,,,
68319,HD060654/1,HD060654,Salonitanus+,Salonitanus,,,,,
68652,HD060925/1,HD060925,domo Heuporia*?,Heuporia,,,,,
68767,HD061011/1,HD061011,Florentia*,Florentia,413138.0,['Florentia'],43.768755,11.256929,Florentia
68775,HD061018/1,HD061018,Arelate,Arelate,,,,,
68791,HD061033/1,HD061033,Hierapoli*?,Hierapoli,,,,,
68794,HD061038/1,HD061038,Valentia*,Valentia,266090.0,['Valentia'],39.470371,-0.376813,Valentia
68801,HD061047/1,HD061047,Foro+ Iuli+*,Foro Iuli,,,,,
68820,HD061066/1,HD061066,Cyrrho*,Cyrrho,,,,,
68883,HD061103/1,HD061103,Ulia,Ulia,256499.0,['Ulia'],37.648657,-4.698889,Ulia (Fidentia)
68967,HD061170/1,HD061170,Reiis+*,Reiis,,,,,
69027,HD061218/2,HD061218,Laurens Lavinas,Laurens Lavinas,,,,,
69144,HD061333/1,HD061333,Vienna*,Vienna,,,,,
69146,HD061335/1,HD061335,Iuvavo*,Iuvavo,,,,,
69147,HD061336/1,HD061336,Lugduno*,Lugduno,,,,,
69150,HD061350/2,HD061350,Cremona+,Cremona,383628.0,['Cremona'],45.133639,10.026149,Cremona
69153,HD061352/1,HD061352,Como,Como,,,,,
69155,HD061354/1,HD061354,Augusto+* Nemeto+,Augusto Nemeto,,,,,
69156,HD061355/1,HD061355,domu Claudia* Aequo,Claudia Aequo,,,,,
69186,HD061374/1,HD061374,natione Montanus,Montanus,,,,,
69196,HD061380/1,HD061380,colonia? Campestri+? Iulia*? Augusta?,colonia Campestri Iulia Augusta,,,,,
69221,HD061409/1,HD061409,Florentia+,Florentia,413138.0,['Florentia'],43.768755,11.256929,Florentia
69224,HD061411/1,HD061411,Foro Iulii+*,Foro Iulii,,,,,
69266,HD061449/1,HD061449,domo Luco+ Augusti+*,Luco Augusti,,,,,
69268,HD061450/1,HD061450,domo [---],[---],,,,,
69287,HD061471/1,HD061471,Arretio*,Arretio,,,,,
69289,HD061473/1,HD061473,Segontia+*,Segontia,246639.0,['Segontia'],41.069585,-2.642246,Segontia
69357,HD061523/1,HD061523,Cremona*,Cremona,383628.0,['Cremona'],45.133639,10.026149,Cremona
69370,HD061543/1,HD061543,Caesaraugusta*,Caesaraugusta,,,,,
69384,HD061552/1,HD061552,domo+ Dertona,Dertona,383633.0,['Dertona'],44.897171,8.865452,Dertona
69403,HD061560/3,HD061560,provincia* Dalmatia+*,provincia Dalmatia,,,,,
69423,HD061586/1,HD061586,domo Regio Lepido,Regio Lepido,,,,,
69428,HD061590/1,HD061590,domo Laranda,Laranda,648693.0,['Laranda'],37.1784506667,33.221586,Laranda
69431,HD061593/1,HD061593,Eporediensis,Eporediensis,,,,,
69474,HD061639/1,HD061639,Faventia+,Faventia,393420.0,['Faventia'],44.286236,11.883507,Faventia
69511,HD061686/1,HD061686,domo* Luco Augusti*,Luco Augusti,,,,,
69857,HD061926/1,HD061926,natus domo Celeiae, Celeiae,,,,,
69859,HD061927/1,HD061927,Celeia*,Celeia,197206.0,['Celeia'],46.219721,15.27184,Celeia
69919,HD061969/1,HD061969,Forensis,Forensis,,,,,
69922,HD061970/1,HD061970,domo+ [---],[---],,,,,
69924,HD061973/1,HD061973,Gabalus,Gabalus,,,,,
69968,HD062004/1,HD062004,Ἰουδεους Τιβεριηνσις,Ἰουδεους Τιβεριηνσις,,,,,
69990,HD062021/1,HD062021,domo+? Claudia+? Viruno+?,Claudia Viruno,,,,,
70021,HD062044/1,HD062044,Bononia*,Bononia,393421.0,"['Felsina', 'Bononia']",44.4945737,11.3455467,Felsina/Bononia
70064,HD062091/1,HD062091,ex+ civitate* Lypias,tate Lypias,,,,,
70070,HD062091/7,HD062091,Mon(---)?,Mon(---),,,,,
70209,HD062171/1,HD062171,domo* Bononia+*,Bononia,393421.0,"['Felsina', 'Bononia']",44.4945737,11.3455467,Felsina/Bononia
70280,HD062220/1,HD062220,P[---]i,P[---]i,,,,,
70336,HD062271/1,HD062271,Brundisio*,Brundisio,,,,,
70361,HD062295/1,HD062295,domo* Tribocus,Tribocus,,,,,
70379,HD062308/3,HD062308,Samius+?,Samius,,,,,
70383,HD062308/7,HD062308,Alexandrinus+?,Alandrinus,,,,,
70385,HD062308/9,HD062308,Alexandrinus+?,Alandrinus,,,,,
70497,HD062415/1,HD062415,Trernahensis,Trernahensis,,,,,
70614,HD062460/1,HD062460,domo* Arretio*,Arretio,,,,,
70665,HD062488/1,HD062488,domo Florentia,Florentia,413138.0,['Florentia'],43.768755,11.256929,Florentia
70737,HD062523/2,HD062523,natione Norico*,Norico,,,,,
70748,HD062534/1,HD062534,Viennae,Viennae,,,,,
70832,HD062581/1,HD062581,domo Ateste*,Ateste,393382.0,['Ateste'],45.227738,11.656616,Ateste
71040,HD062690/1,HD062690,Eduus?,Eduus,,,,,
71586,HD062989/1,HD062989,Ravennae genitus,Ravennae ,,,,,
71589,HD062991/1,HD062991,natione [---],[---],,,,,
71619,HD063020/2,HD063020,civis+? Cuncordiensis* (= Concordiensis*),Concordiensis,,,,,
71633,HD063028/1,HD063028,Lyris,Lyris,,,,,
71667,HD063044/1,HD063044,natione+ Kampanus+,Kampanus,,,,,
71677,HD063049/1,HD063049,domo Ravenna,Ravenna,393480.0,['Ravenna'],44.415718,12.196604,Ravenna
71678,HD063049/2,HD063049,domo Ravenna,Ravenna,393480.0,['Ravenna'],44.415718,12.196604,Ravenna
71703,HD063059/1,HD063059,Salonitanus,Salonitanus,,,,,
71744,HD063072/1,HD063072,Salonitanus+,Salonitanus,,,,,
71988,HD063264/1,HD063264,domo Biturix,Biturix,,,,,
72003,HD063271/1,HD063271,domo* Camuloduno*?,Camuloduno,,,,,
72064,HD063317/1,HD063317,domo+ Sebaste+,Sebaste,845041.0,"['Pompeiopolis', 'Sebaste']",41.51979,34.166345,Pompeiopolis/Sebaste
72652,HD063723/1,HD063723,Patavio*,Patavio,,,,,
72664,HD063731/2,HD063731,Βησαιεύς,Βησαιεύς,,,,,
72670,HD063736/1,HD063736,domo Quirina Scupos,Quirina Scupos,,,,,
72823,HD063838/1,HD063838,civis Thrax+*,Thrax,,,,,
72830,HD063842/1,HD063842,domo* Verona,Verona,383816.0,['Verona'],45.4421295463,10.9957360051,Verona
72833,HD063843/1,HD063843,domo Verona,Verona,383816.0,['Verona'],45.4421295463,10.9957360051,Verona
72868,HD063864/1,HD063864,Tridente,Tridente,,,,,
72869,HD063866/1,HD063866,Delmatae* kastello* Starvae*,Delmatae kastello Starvae,,,,,
72948,HD063890/1,HD063890,domo+* Heraclea+,Heraclea,844944.0,['Heraclea'],41.2832553333,31.4174136667,Heraclea
72974,HD063912/1,HD063912,domo+? An[---],An[---],,,,,
73265,HD064144/1,HD064144,Salonitanus,Salonitanus,,,,,
73271,HD064148/2,HD064148,domo* Canatha*,Canatha,678082.0,"['Canatha', '*Gabinia', '*Septimia']",32.754205,36.6183555,Canatha/*Gabinia/*Septimia
73293,HD064168/1,HD064168,Gallus,Gallus,,,,,
73309,HD064176/1,HD064176,Claternis* / Κλατερναίῳ,Claternis* / Κλατερναίῳ,,,,,
73408,HD064259/1,HD064259,domo Luceria,Luceria,442640.0,"['Luceria', 'Noukeria']",41.5086475,15.3354745,Luceria/Noukeria (Apoulon)
73516,HD064356/1,HD064356,ex provincia* Spania* (= Hispania*),provincia Hispania,,,,,
73705,HD064526/1,HD064526,Puteolanus,Puteolanus,,,,,
73742,HD064548/1,HD064548,Syrus+?,Syrus,,,,,
73962,HD064689/3,HD064689,Βουθρώτιος,Βουθρώτιος,,,,,
74030,HD065009/1,HD065009,domo* Roma,Roma,423025.0,['Roma'],41.891775,12.486137,Roma
74066,HD065031/1,HD065031,Antiochenus+ ex Syria+?,Antiochenus Syria,,,,,
74069,HD065033/1,HD065033,Libarna+,Libarna,383694.0,['Libarna'],44.7148917,8.8610596,Libarna
74093,HD065053/1,HD065053,domo*? Perintho+?,Perintho,,,,,
74167,HD065076/1,HD065076,Sirmese,Sirmese,,,,,
74288,HD065127/1,HD065127,Ἐδεσσέος,Ἐδεσσέος,,,,,
74317,HD065137/1,HD065137,regalis gentis Burgundionum,regalis Burgundionum,,,,,
74367,HD065165/1,HD065165,Μαρωνείτης,Μαρωνείτης,,,,,
74436,HD065185/1,HD065185,Μονδαιέως,Μονδαιέως,,,,,
74446,HD065185/11,HD065185,Ῥωμαῖος,Ῥωμαῖος,,,,,
74475,HD065201/2,HD065201,Πατρῆ,Πατρῆ,,,,,
74632,HD065235/1,HD065235,Περγαμεινός+,Περγαμεινός+,,,,,
74634,HD065235/3,HD065235,Περγαμεινός+,Περγαμεινός+,,,,,
74636,HD065235/5,HD065235,Περγαμεινός+,Περγαμεινός+,,,,,
74667,HD065246/1,HD065246,Περίνθιος,Περίνθιος,,,,,
74830,HD065333/1,HD065333,Karnuntinus*,Karnuntinus,,,,,
74852,HD065346/1,HD065346,domo Beroea*,Beroea,,,,,
74854,HD065347/1,HD065347,domo Beroea+*,Beroea,,,,,
75183,HD065613/1,HD065613,hic Brigantione genitus,hic Brigantione ,,,,,
75212,HD065643/1,HD065643,Tiberiopolitanus,Tiberiopolitanus,,,,,
75214,HD065643/3,HD065643,Vasiensis,Vasiensis,,,,,
75269,HD065687/1,HD065687,Helvetius*,Helvetius,,,,,
75286,HD065701/1,HD065701,Fundis,Fundis,,,,,
75296,HD065707/1,HD065707,Ambianus,Ambianus,,,,,
75303,HD065714/1,HD065714,Mediomatricus+?,Mediomatricus,,,,,
75495,HD065889/1,HD065889,Florentinus,Florentinus,,,,,
75724,HD065997/1,HD065997,Saliniensis*,Saliniensis,,,,,
75851,HD066064/2,HD066064,Saliniensis*,Saliniensis,,,,,
75885,HD066090/1,HD066090,Cremona*,Cremona,383628.0,['Cremona'],45.133639,10.026149,Cremona
76069,HD066331/1,HD066331,Cemenelensis+*,Cemenelensis,,,,,
76103,HD066352/1,HD066352,Bodionticus*,Bodionticus,,,,,
76116,HD066357/1,HD066357,Dalmata,Dalmata,,,,,
76137,HD066367/1,HD066367,Albensis*,Albensis,,,,,
76204,HD066432/1,HD066432,cives Nervius,Nervius,,,,,
76321,HD066601/1,HD066601,Germaniciana,Germaniciana,311128.0,"['Nova Germaniae', 'Germanii', 'Germaniciana']",,,Nova Germaniae/Germanii/Germaniciana
76322,HD066601/2,HD066601,[---]nien[---]?,[---]nien[---],,,,,
76407,HD066681/1,HD066681,domo* Nicomedia*,Nicomedia,511337.0,['Nicomedia'],40.7651905,29.919887,Nicomedia
76412,HD066688/1,HD066688,Mediomatricus+*,Mediomatricus,,,,,
76514,HD066761/1,HD066761,Cemenelensis,Cemenelensis,,,,,
76756,HD066859/1,HD066859,domo Vicetia,Vicetia,393513.0,['Vicetia'],45.545773,11.540277,Vicetia
76870,HD066922/1,HD066922,Septimia* Flavia Siscia*,Septimia Flavia Siscia,,,,,
76885,HD066929/1,HD066929,natione Savariensis*,Savariensis,,,,,
77030,HD066996/1,HD066996,Celeia*?,Celeia,197206.0,['Celeia'],46.219721,15.27184,Celeia
77037,HD066998/1,HD066998,Industria,Industria,383677.0,"['Industria', 'Bodincomagum']",45.1592007,8.0186418,Industria/Bodincomagum?
77038,HD066999/1,HD066999,Cremona*,Cremona,383628.0,['Cremona'],45.133639,10.026149,Cremona
77178,HD067052/1,HD067052,domo* Epheso,Epheso,,,,,
77199,HD067060/1,HD067060,natione Dardana,Dardana,,,,,
77321,HD067079/1,HD067079,Savaria+,Savaria,197498.0,['Savaria'],47.235142,16.62192,Savaria
77450,HD067136/1,HD067136,civis Surus ex regione Zeugma vico Hennia,Surus  Zeugma vico Hennia,,,,,
77451,HD067136/2,HD067136,Barathe,Barathe,,,,,
77452,HD067136/3,HD067136,civis Surus ex regione Zeugma vico [---],Surus  Zeugma vico [---],,,,,
77536,HD067161/2,HD067161,civis Afrus,Afrus,,,,,
77574,HD067181/1,HD067181,domo Dertona*,Dertona,383633.0,['Dertona'],44.897171,8.865452,Dertona
77735,HD067241/1,HD067241,Aquileia,Aquileia,187290.0,['Aquileia'],45.768945,13.3677735,Aquileia
77737,HD067242/1,HD067242,Claudia+* Celeia+,Claudia Celeia,,,,,
77909,HD067330/1,HD067330,Syrus*?,Syrus,,,,,
78049,HD067471/1,HD067471,civis Lingonus*,Lingonus,,,,,
78083,HD067510/1,HD067510,Aquileia,Aquileia,187290.0,['Aquileia'],45.768945,13.3677735,Aquileia
78087,HD067514/1,HD067514,Roma,Roma,423025.0,['Roma'],41.891775,12.486137,Roma
78089,HD067516/1,HD067516,Vetulonia,Vetulonia,403291.0,"['Vatl', 'Vetulonia']",42.8593618667,10.9719487333,Vatl/Vetulonia
78094,HD067517/1,HD067517,Bantinus,Bantinus,,,,,
78095,HD067518/1,HD067518,Bononia?,Bononia,393421.0,"['Felsina', 'Bononia']",44.4945737,11.3455467,Felsina/Bononia
78138,HD067543/3,HD067543,natione* Surus*,Surus,,,,,
78141,HD067547/1,HD067547,Lanivias+,Lanivias,,,,,
78143,HD067549/2,HD067549,Verulanus,Verulanus,,,,,
78227,HD067623/1,HD067623,Mediolano+*?,Mediolano,,,,,
78229,HD067625/1,HD067625,[---]o,[---]o,,,,,
78276,HD067677/5,HD067677,domu Flavia* Siscia*,Flavia Siscia,,,,,
78277,HD067677/6,HD067677,domu (= domo) Flavia* Siscia*,Flavia Siscia,,,,,
78313,HD067734/1,HD067734,Ἀθηναῖος,Ἀθηναῖος,,,,,
78373,HD067794/1,HD067794,civis Antiochenus+ / Ἀντιοχεύς+,civis Antiochenus+ / Ἀντιοχεύς+,,,,,
78380,HD067801/1,HD067801,natione* Hispanus* Tarraconensis,Hispanus Tarraconensis,,,,,
78392,HD067804/1,HD067804,domo Viminacio*,Viminacio,,,,,
78510,HD067860/1,HD067860,Baradatix?,Baradatix,,,,,
78602,HD067937/1,HD067937,Roma,Roma,423025.0,['Roma'],41.891775,12.486137,Roma
78803,HD068099/1,HD068099,Νικοπολίτης,Νικοπολίτης,,,,,
78804,HD068099/2,HD068099,Νικοπολῖτις,Νικοπολῖτις,,,,,
78806,HD068100/2,HD068100,Πελληνεὺς,Πελληνεὺς,,,,,
78974,HD068210/3,HD068210,Ῥωμαῖος+,Ῥωμαῖος+,,,,,
78977,HD068211/1,HD068211,Ῥωμαῖοι,Ῥωμαῖοι,,,,,
78978,HD068211/2,HD068211,Ῥωμαῖοι,Ῥωμαῖοι,,,,,
79065,HD068240/1,HD068240,natione Cilix,Cilix,,,,,
79067,HD068241/1,HD068241,Luco Vocontiorum,Luco Vocontiorum,,,,,
79135,HD068284/1,HD068284,Surus ex regione Dolica vico Arfuaris Silva,Surus  Dolica vico Arfuaris Silva,,,,,
79262,HD068393/1,HD068393,domo Syria Palaestina colonia* Aelia* Capitolina,Syria Palaestina colonia Aelia Capitolina,,,,,
79265,HD068394/1,HD068394,Pelagonia*,Pelagonia,481952.0,['Pelagonia'],41.313278,21.610691,Pelagonia
79272,HD068397/1,HD068397,domo Cirpi,Cirpi,197208.0,['Cirpi'],47.7826585,19.0549645,Cirpi
79274,HD068399/1,HD068399,Thessalonica,Thessalonica,491741.0,['Thessalonica'],40.628342,22.952885,Thessalonica
79279,HD068401/1,HD068401,Thessalonica*,Thessalonica,491741.0,['Thessalonica'],40.628342,22.952885,Thessalonica
79281,HD068402/1,HD068402,Ancyra+,Ancyra,619103.0,['Ancyra'],39.9437925,32.859333,Ancyra
79441,HD068473/1,HD068473,Sirmio*,Sirmio,383781.0,['Sirmio'],45.492485,10.60805,Sirmio
79498,HD068503/1,HD068503,natus natione Cappadox*, Cappadox,,,,,
79510,HD068508/1,HD068508,domo* Aquinco*,Aquinco,,,,,
79607,HD068560/1,HD068560,Admedera (= Ammaedara),Ammaedara,324665.0,['Ammaedara'],35.564945475,8.45424035,Ammaedara
79609,HD068562/1,HD068562,natione* Cilix,Cilix,,,,,
79610,HD068563/1,HD068563,natione Italo,Italo,,,,,
79612,HD068564/1,HD068564,domo Luceria Apula,Luceria Apula,,,,,
79619,HD068568/1,HD068568,Vangio,Vangio,,,,,
79622,HD068569/1,HD068569,Tunger+?,Tunger,,,,,
79634,HD068574/2,HD068574,Sirmio*,Sirmio,383781.0,['Sirmio'],45.492485,10.60805,Sirmio
79653,HD068585/1,HD068585,Lugduno*,Lugduno,,,,,
79663,HD068590/1,HD068590,Andautonia,Andautonia,197113.0,['Andautonia'],45.773624,16.11724,Andautonia
79673,HD068595/1,HD068595,domo [---],[---],,,,,
79674,HD068596/1,HD068596,domo Mursa,Mursa,197389.0,['Mursa'],45.560018,18.675749,Mursa
79719,HD068615/1,HD068615,civi Campano domo Capua,Campano Capua,,,,,
79729,HD068619/1,HD068619,domo Alexandria,Alandria,,,,,
79749,HD068625/1,HD068625,domo Africa,Africa,775.0,['Africa'],32.5,7.5,Africa (region)
79772,HD068634/1,HD068634,Statiellis*,Statiellis,,,,,
79791,HD068645/1,HD068645,Mediolano*,Mediolano,,,,,
79811,HD068653/1,HD068653,domo colonia* Aelia* Mursa,colonia Aelia Mursa,,,,,
79815,HD068654/1,HD068654,domo Antiochiae! S<y=V>riae!,Antiochiae S<y=V>riae,,,,,
79829,HD068660/1,HD068660,domo Dacus!,Dacus,,,,,
79833,HD068661/1,HD068661,domo* Nemes!,Nemes,,,,,
79834,HD068662/1,HD068662,domo Samisatis! (= Sarmizegetusa?),Sarmizegetusa,207425.0,['Sarmizegetusa'],45.669615,23.323961,Sarmizegetusa (Regia)
79849,HD068670/1,HD068670,Theveste* ex Africa,Theveste Africa,,,,,
79853,HD068671/1,HD068671,Taurinis,Taurinis,,,,,
79859,HD068673/1,HD068673,Heraclia,Heraclia,,,,,
79863,HD068677/1,HD068677,domo* Aquinco*?,Aquinco,,,,,
79865,HD068677/3,HD068677,Poetovione*,Poetovione,,,,,
79903,HD068698/1,HD068698,Vercellis*,Vercellis,,,,,
79904,HD068699/1,HD068699,Foro* Iuliensium*,Foro Iuliensium,,,,,
79906,HD068700/1,HD068700,Vercellis*,Vercellis,,,,,
79948,HD068716/1,HD068716,Porolissensi provincia*? Dacia*?,Porolissensi provincia Dacia,,,,,
79960,HD068719/1,HD068719,domo Mursa,Mursa,197389.0,['Mursa'],45.560018,18.675749,Mursa
79973,HD068723/1,HD068723,natione* [---],[---],,,,,
79980,HD068725/2,HD068725,Sirmi,Sirmi,,,,,
79990,HD068730/1,HD068730,domo+ Claudia* Ara Agrippinensium+*?,Claudia Ara Agrippinensium,,,,,
80007,HD068736/1,HD068736,Ulpia+ Noviomagus+ Batavorum+,Ulpia Noviomagus Batavorum,,,,,
80010,HD068738/1,HD068738,Ancyra,Ancyra,619103.0,['Ancyra'],39.9437925,32.859333,Ancyra
80151,HD068857/1,HD068857,Dertona*,Dertona,383633.0,['Dertona'],44.897171,8.865452,Dertona
80221,HD068925/1,HD068925,Regio,Regio,,,,,
80222,HD068926/1,HD068926,Ber(---),Ber(---),,,,,
80262,HD068961/1,HD068961,domo Claudia* Celeia,Claudia Celeia,,,,,
80266,HD068966/1,HD068966,Tacapis+,Tacapis,,,,,
80274,HD068972/1,HD068972,Mediolano*,Mediolano,,,,,
80291,HD068990/1,HD068990,natione* Pannonicus+*,Pannonicus,,,,,
80324,HD069047/1,HD069047,cives (= civis) Surus+? ex+ regione+ Zeugma+?,Surus  Zeugma,,,,,
80427,HD069171/1,HD069171,domo* Roma,Roma,423025.0,['Roma'],41.891775,12.486137,Roma
80430,HD069178/1,HD069178,domo Saldas (= Saldis) ex Mauretania* Caesariensi*,Saldis Mauretania Caesariensi,,,,,
80445,HD069208/1,HD069208,domo Saldas+ (= Saldis+) ex Mauretania+* Caesariensi*,Saldis Mauretania Caesariensi,,,,,
80627,HD069433/1,HD069433,cives Rauricus*,Rauricus,,,,,
80631,HD069434/1,HD069434,civis Frisiavus*,Frisiavus,,,,,
80633,HD069435/1,HD069435,civis Sequanus*,Sequanus,,,,,
80649,HD069457/1,HD069457,natione* Geta,Geta,,,,,
80651,HD069459/1,HD069459,civis Trever,Trever,,,,,
80669,HD069471/1,HD069471,natione Belga,Belga,,,,,
80670,HD069472/1,HD069472,Foro Iuli,Foro Iuli,,,,,
80672,HD069473/1,HD069473,civis* Equester*,Equester,,,,,
80675,HD069475/1,HD069475,Nicopoli*,Nicopoli,,,,,
80680,HD069478/1,HD069478,civi* Mediomatricae+*,Mediomatricae,,,,,
80698,HD069502/1,HD069502,civi Domnonio+,Domnonio,,,,,
80704,HD069505/2,HD069505,Caledo,Caledo,,,,,
80706,HD069506/1,HD069506,civis* Cantiacus*,Cantiacus,,,,,
80715,HD069513/1,HD069513,oriundus+ Nicaea in Bithynia+,oriundus Nicaea in Bithynia,,,,,
80734,HD069553/1,HD069553,[---]cino,[---]cino,,,,,
80737,HD069554/1,HD069554,civis* Lindensis*,Lindensis,,,,,
80741,HD069555/1,HD069555,natione Grecus,Grecus,,,,,
80745,HD069557/2,HD069557,Lugduno*,Lugduno,,,,,
80746,HD069558/1,HD069558,Heraclea*,Heraclea,844944.0,['Heraclea'],41.2832553333,31.4174136667,Heraclea
80747,HD069559/1,HD069559,Hispania* Galeria Clunia,Hispania Galeria Clunia,,,,,
80749,HD069560/1,HD069560,Savaria*,Savaria,197498.0,['Savaria'],47.235142,16.62192,Savaria
80754,HD069564/1,HD069564,civis Senoni,Senoni,,,,,
80777,HD069592/1,HD069592,Vicetia*,Vicetia,393513.0,['Vicetia'],45.545773,11.540277,Vicetia
80780,HD069594/1,HD069594,Lugduni+*,Lugduni,,,,,
80795,HD069618/1,HD069618,Hadria+,Hadria,,,,,
80801,HD069620/4,HD069620,Hadri,Hadri,,,,,
80842,HD069647/1,HD069647,Dinia,Dinia,157843.0,['Dinia'],44.090921,6.231425,Dinia
80848,HD069651/1,HD069651,Lugduni,Lugduni,,,,,
80924,HD069729/1,HD069729,domo Samosata,Samosata,658587.0,['Samosata'],37.525756,38.530357,Samosata
80926,HD069730/1,HD069730,Clunia+,Clunia,187350.0,['Clunia'],47.260687,9.617966,Clunia
80941,HD069748/1,HD069748,Aprus,Aprus,,,,,
80943,HD069749/1,HD069749,Aprus,Aprus,,,,,
80948,HD069753/1,HD069753,Savaria*,Savaria,197498.0,['Savaria'],47.235142,16.62192,Savaria
80951,HD069755/1,HD069755,Augusta,Augusta,648577.0,"['Augusta', 'Augustopolis', '[Thebae]']",37.245212,35.344087,Augusta/Augustopolis/[Thebae]?
80954,HD069757/1,HD069757,Aprus,Aprus,,,,,
80956,HD069759/1,HD069759,Veiis+,Veiis,,,,,
80958,HD069761/1,HD069761,natione+ Syrus Osroenus,Syrus Osroenus,,,,,
80962,HD069763/1,HD069763,Emerita* Augusta*,Emerita Augusta,256155.0,['Emerita Augusta'],38.9160965,-6.34010066667,Emerita Augusta
80963,HD069764/1,HD069764,Lugdunus*,Lugdunus,,,,,
80968,HD069769/1,HD069769,Celeia*,Celeia,197206.0,['Celeia'],46.219721,15.27184,Celeia
80972,HD069771/1,HD069771,Arelate*,Arelate,,,,,
80973,HD069772/1,HD069772,Emerita,Emerita,,,,,
80975,HD069773/1,HD069773,Emerita,Emerita,,,,,
80976,HD069774/1,HD069774,Brixia*,Brixia,383603.0,['Brixia'],45.539773,10.223135,Brixia
80978,HD069775/1,HD069775,Claudia* Celeia,Claudia Celeia,,,,,
80985,HD069779/1,HD069779,Cremona,Cremona,383628.0,['Cremona'],45.133639,10.026149,Cremona
80989,HD069782/1,HD069782,Oia,Oia,585935.0,['Oia'],,,Oia
80996,HD069788/1,HD069788,Corduba+*,Corduba,256128.0,"['Corduba', 'Col. Patricia']",37.884683,-4.779171,Corduba/Col. Patricia
80998,HD069789/1,HD069789,Berytus+,Berytus,,,,,
81002,HD069793/1,HD069793,Bessus natione,Bessus ,,,,,
81003,HD069794/1,HD069794,Taurinus,Taurinus,,,,,
81006,HD069797/1,HD069797,Forum Iuli,Forum Iuli,,,,,
81010,HD069801/1,HD069801,Virunum,Virunum,197583.0,['Virunum'],46.6996149,14.3647773,Virunum
81016,HD069805/1,HD069805,Luco,Luco,,,,,
81021,HD069808/1,HD069808,Brixia+,Brixia,383603.0,['Brixia'],45.539773,10.223135,Brixia
81027,HD069812/1,HD069812,Salaria+,Salaria,266022.0,['Salaria'],38.008075,-3.368532,Salaria?
81033,HD069816/1,HD069816,Savaria*,Savaria,197498.0,['Savaria'],47.235142,16.62192,Savaria
81034,HD069817/1,HD069817,Savaria+,Savaria,197498.0,['Savaria'],47.235142,16.62192,Savaria
81075,HD069852/1,HD069852,domo Melitenis,Melitenis,,,,,
81112,HD069875/1,HD069875,Trever,Trever,,,,,
81144,HD069904/1,HD069904,civis* Cornovia,Cornovia,,,,,
81154,HD069913/1,HD069913,coloniae* Eburacensis+,coloniae Eburacensis,,,,,
